HoofdlemmaURL;Hoofdlemma;Literatuur;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02646.php;paralipomena-2;E. van Houtte, D. van Hulle & L. van Dijk (ed.), Paralipomena: tekstgenetische studies (2001).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02550.php;teksteditie;E. Vanhoutte & D. Van Hulle (red.), Editiewetenschap in de praktijk (1998);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01940.php;tekstgenese;"E. Vanhoutte & D. van Hulle (red.), Paralipomena;"" tekstgenetische studies (2001)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02137.php;variantenapparaat;"E. Vanhoutte & D. Van Hulle (red.), Paralipomena;"" tekstgenetische studies (2001).";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01940.php;tekstgenese;E. Vanhoutte & M. de Smedt, 'Manuscript - variant - genese/genesis' in Verslagen en mededelingen Kon. Vlaamse Academie voor Ned. taal- en letterkunde 115 (2005) 2, p. 195-343;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03597.php;e-book;E. Vanhoutte, ‘Elektronisch publiceren: het eBook, een bibliotheekje in je handpalm’ in Leesidee (2000), p. 100-101;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03342.php;definitie;E. Viskil, Definiëren. Een bijdrage tot de theorievorming over het opstellen van definities (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05020.php;neerlandistiek;E. Viskil, Wat unbidan we nu? Naar een raad voor de neerlandistiek [1998];
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00754.php;cabaret;E. Visser, Het Nederlands cabaret (1920);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04314.php;fabula/suzjet;"E. Volek, 'Die Begriffe ""Fabel"" und ""Sujet"" in der modernen Literaturwissenschaft' in Poetica 9 (1977), p. 141-166";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03706.php;gettoliteratuur;E. Vorlat, Minoriteit en mainstream. Recente verhalende literatuur in de Verenigde Staten (1985), p. 37-101;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05439.php;area studies;E. W. Clowes & Sh. J. Bromberg (red.), Area Studies in the global age: community, place, identity (2015).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04122.php;samizdat/tamizdat;E. Waegemans, Russische letterkunde (1986), hoofdstuk 11;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03677.php;Fronleichnamspiel;E. Wainwright, Studien zum deutschen Prozessionsspiel: die Tradition der Fronleichnamspiele in Kunzelsau und Freiburg und ihre textliche Entwicklung (1974).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03947.php;neepkluit;E. Wassenberg, Scherp-zinnige neepdichten: waer in naet 't leven af-ghemaelt worden verscheyden aerdighe sinne-wercken (1636).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02477.php;oxymoron;E. Weber, Das Oxymoron bei Shakespeare (1963);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04571.php;arbeidslied;E. Wennekes, De hele dag maar op en neer: over heien, heiliedjes en hoofdstedelijke muziekgebouwen (2002);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04698.php;subgenre;E. Werlich, Typologie der Texte (1975);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04058.php;potboiler;E. Wharton, The pot-boiler (1995).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00761.php;column;E. Wijman, ‘De column als literair genre’ in Bzzlletin 17 (1988-1989) 184, p. 27-31;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03274.php;zedenroman;E. Willekens, ‘Dossier ‘Het duistere bloed’’ in L. Zielens, Het duistere bloed (19714), p. 1-12;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00385.php;cumulatieve bibliografie;E. Willekens, 'Bibliografie van de Nederlandse literatuurstudie' in Spiegel der letteren 1 (1956-1957) 1, p. 85-109;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00946.php;homonymie;E. Williams, The conflict of homonyms in English (1970);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03053.php;symbolisme;"E. Wilson, Axels burcht. Creatieve literatuur van 1870-1930 (1982; vert. van Axels castle, 1931)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00601.php;ecloge;E. Winsor, Vergil's 'Eclogues': landscapes of experience (1974);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03223.php;woordspeling;E. Winter-Froemel & A. Zirker (red.), Enjeux du jeux de mots. Perspectives linguistiques et littéraires (2015);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00962.php;intrige;E. Wright, Narrative, perception, language and faith (2005);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03881.php;literatuurpsychologie;E. Wright, Psycoanalytical Criticism. Theory and Practice (1984);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05311.php;catchphrase;"E. Zenner, D. Speelman & D. Geeraerts, ""What makes a catchphrase catchy? Possible Determinants in the Borrowability of English Catchphrases in Dutch"" (Laud Symposium on Cognitive Sociolinguistics, 2010).";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00859.php;genie;E. Zilsel, Le génie: histoire d’une notion de l’antiquité à la renaissance (vert. M. Thevenaz, 1993);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05424.php;moment-milieu-race;E. Zola, Le roman expérimental (1880);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05424.php;moment-milieu-race;E. Zola, 'Préface de la deuxième edition' in Emile Zola, Thérèse Raquin, ed. R. Abirached (1979), p. 23-30;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04354.php;Leitmotiv;E. van Boven & G. Dorleijn, Literair mechaniek (1999), p. 272 (20032).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00037.php;auteur;E.A. Andersen e.a. (red.), Autor und Autorschaft im Mittelalter (1998);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02170.php;monoloog;E.A. Howe, The dramatic monologue (1996);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01516.php;palimpsest-1;E.A. Lowe, ‘Codices Rescripti’ in Mélanges Eug. Tissérant, vol. 5 (1964), p. 67-113;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04181.php;sprung rhythm;E.A. Stephenson, What sprung rhythm really is (1987);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01057.php;genealogie;"E.A. van Beresteyn, Genealogisch repertorium, 2 dln (1972; reprint 1991; supplementen 1987, 1991)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00794.php;dystopie;E.B. Zvi (ed.), Utopia and dystopia in prophetic literature (2006);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01463.php;oorkonde;E.C. Dijkhof, Het oorkondewezen van enige kloosters en steden in Holland en Zeeland, 1200-1325, 2 dln (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00984.php;factice;E.C. Papenfure & J.M. Coale, The Hammond-Harwood House atlas of historical maps of Maryland, 1608-1908 (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04858.php;spreker;E.Ch.M. Hoenkamp, Een computermodel van de spreker: psychologische en linguistische aspecten (diss., 1983);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03547.php;cultural literacy;E.D. Hirsch e.a. (red.), The new dictionary of cultural literacy (2002);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00959.php;intentional fallacy;E.D. Hirsch, ‘Objective interpretation’ in PMLA 75 (1960), p. 463-479 (herdruk in Validity in interpretation, 1967);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03293.php;auteursintentie;E.D. Hirsch, ‘Objective interpretation’ in Validity in interpretation (1967);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03188.php;synoniem;E.D. Hirsch, ‘Stylistics and synonymity’ in Critical inquiry (1975), p. 559-579;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00738.php;auteursrecht;E.D. Hirsch-Ballin, Auteursrecht in wording (1947);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05456.php;Berner Conventie;E.D. Hirsch-Ballin, Auteursrecht in wording (1947);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01848.php;STCN;E.E.A. Bloemsaat e.a. (red.), Janboel: opstellen aangeboden aan Jan Bos bij de afronding van de Short-Title Catalogue, Netherlands (2009).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00858.php;Geistesgeschichte;E.E.G. Vermeulen, Fruin en Huizinga over de wetenschap der geschiedenis (1956);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01641.php;quator sensus scriptorum;E.F. Ohly, ‘Vom geistigen Sinn des Wortes im Mittelalter’ in Zeitschrift für deutsche Altertum und deutsche Literatur 89(1958), p. 1-23;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01641.php;quator sensus scriptorum;E.F. Ohly, Schriften zur mittelalterlichen Bedeutungsforschung (19832), p. 1-31;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00490.php;elektronische publicatie;E.G. Sieverts & M.W. de Jong-Hofman (eindred.), Online opsporen van informatie. Theorie en praktijk van het gebruik van interactieve informatiesystemen (19966);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03235.php;thema;E.H. Falk, Types of thematic structure (19722);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04461.php;tijdgeest;"E.H. Gombrich, In search of cultural history (1969"";"" reprint 1978)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02349.php;klanknabootsing;E.J. Havlik, Lexikon der Onomatopöien: die lautimitierenden Wörter im Comic (1981);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03946.php;nationale literatuur;E.J. Hobsbawm, Nations and nationalism since 1780. Programme, myth, reality (1990);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00748.php;biedermeier;E.J. Krol, De smaak der natie: opvattingen over huiselijkheid in de Noord-Nederlandse poëzie van 1800 tot 1840 (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00188.php;ars moriendi;E.J.G. Lips, ‘Om alle menschen wel te leren sterven. Een onderzoek naar het publiek en de receptie van Nederlandstalige Ars moriendi-teksten in de vijftiende en vroege zestiende eeuw’ in Nederlands Archief voor Kerkgeschiedenis 66 (1986), p. 148-179;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04305.php;za(o)um;E.K. Beaujour, ‘Zaum’ in Dada/Surrealism 2 (1972), p. 13-18;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03130.php;poeta laureatus;E.K. Broadus, The laureateship (1921);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04971.php;ritme;E.K. Brown, Rhythm in the novel (19672);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01327.php;lofdicht;E.K. Grootes & J.E. Verlaan, ‘Literaire aspecten van Suyp-stad’ in D.P. Pers, Suyp-stad of Dronckaerts leven, ed. E.K. Grootes & J. Verlaan (1978), p. 61-73;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00208.php;barok;E.K. Grootes, ‘Barockrezeption in Holland’ in K. Garber e.a. (red.), Europäische Barock-Rezeption (1991), p. 1047-1056;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00349.php;conclusio;E.K. Grootes, ‘Constantijn Huygens en 't spoock te Muyden’ in Spektator 1 (1971-1972), p. 473-481;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00440.php;dispositio;E.K. Grootes, ‘Constantijn Huygens en 't spoock te Muyden’ in Ton Cramnummer van Spektator 1 (1971-1972), p. 473-481;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02763.php;triviaalliteratuur;E.K. Grootes, ‘De bestudering van populaire literatuur uit de zeventiende eeuw’ in Spektator 12 (1982-1983), p. 3-24;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02275.php;volksboek;E.K. Grootes, ‘De bestudering van populaire literatuur uit de zeventiende eeuw’ in Spektator 12 (1982-1983), p. 477-493;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00653.php;blauwboekskens;E.K. Grootes, ‘De bestudering van populaire literatuur uit de zeventiende eeuw’ in Spektator 12 (1982-1983) 1, p. 3-24;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01692.php;rederijkerskamer;E.K. Grootes, ‘De ontwikkeling van de literaire organisatievormen tijdens de zeventiende eeuw in Noordnederland’ in De Zeventiende Eeuw 8 (1992), p. 53-65;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01704.php;literatuurgeschiedenis;E.K. Grootes, ‘De paradoxen van de literatuurgeschiedschrijving’ in Spektator 18 (1988-1989) 4, p. 241-261;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02285.php;vorstenspiegel;"E.K. Grootes, ‘Goede raad voor Frederik Hendrik; een emblematische vorstenspiegel uit 1641’ in Literatuur 3 (1986), p. 144-151";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00218.php;berecht;E.K. Grootes, ‘Het Berecht voor Jeptha en de Prolegomena van Grotius' Phoenissae-vertaling’ in Visies op Vondel na 300 jaar (1979), p. 236-246;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01173.php;imitatio;E.K. Grootes, ‘Het Berecht voor Jeptha en de Prolegomena van Grotius' Phoenissae-vertaling’ in Visies op Vondel na 300 jaar (1979), p. 236-246;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02606.php;liedboek;E.K. Grootes, ‘Het jeugdig publiek van de “nieuwe liedboeken” in het eerste kwart van de zeventiende eeuw’ in Id., Visie in veelvoud (1996), p. 29-42;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01304.php;liefdeslied;E.K. Grootes, ‘Het jeugdig publiek van de “nieuwe liedboeken” in het eerste kwart van de zeventiende eeuw’ in Id., Visie in veelvoud (1996), p. 29-42.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01408.php;mythografie;E.K. Grootes, ‘Heydensche afgoden, een Haarlems godencompendium uit 1646’ in Oud-Holland 102 (1988), p. 277-289;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00560.php;bewerking;E.K. Grootes, Dramatische structuur in tweevoud (1973), p. 238-276;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03008.php;scène-1;E.K. Grootes, Dramatische struktuur in tweevoud (1973), p. 106-108;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01697.php;renaissance;E.K. Grootes, Het literaire leven in de zeventiende eeuw (19882);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01976.php;tragedie;E.K. Grootes, Het literaire leven in de zeventiende eeuw (19882), p. 65-68;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01148.php;historiespel;E.K. Grootes, 'Toekomstbeelden in Nederlandse historiespelen uit de zeventiende eeuw' in De zeventiende eeuw 17 (2001) 1, p. 18-28;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00908.php;feministische literatuurkritiek;E.K. Wallace (red.), Encyclopedia of feminist literary theory (2009).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02660.php;prolegomena;E.K.Grootes, ‘Het Berecht voor Jephta en de Prolegomena van Grotius’ Phoenissae-vertaling’ in S.F. Witstein & E.K. Grootes (red.), Visies op Vondel na 300 jaar (1979), p. 236-246.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04376.php;symposion;E.L. Bowie, 'Greek table talk before Plato' in Rhetorica 11 (1993), p. 355-373;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00474.php;drukkunst;E.L. Eisenstein, The printing press as an agent of change, 2 dln. (1979);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00259.php;boek;"E.L. Eisenstein, The printing press as an agent of change; communications and cultural transformations in early-modern Europe (1979)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03049.php;stuiversroman;E.L. Pearson, Dime novels (1929);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01499.php;kroniek;E.L. Poole, Chronicles and annals (1926);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04055.php;postkoloniale literatuurstudie;E.M. Beekman, Troubled pleasures. Dutch colonial literature from the East Indies, 1600-1950 (1996);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04429.php;romananalyse;"E.M. Forster, Aspects of the novel (1927"";"" reprint 2005)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03202.php;type;E.M. Forster, Aspects of the novel (1927), hfst. 4;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02728.php;round character;E.M. Forster, Aspects of the novel (1927, repr. 2005);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02417.php;zwartekunst-2;"E.-M. Hanebutt-Benz & I. Fehle (red.), ""Die also genannte Schwarze Kunst in Kupfer zu arbeiten"": Technik und Entwicklung des Mezzotintos (cat., 2009).";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03315.php;hypertekst-2;E.M. Jakobs e.a., Textproduktion. HyperText, Text, KonText (1999);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03314.php;hypertekst-1;E.M. Jakobs e.a., Textproduktion. HyperText, Text, KonText (1999).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02653.php;polemiek;E.M. Kieft, Het plagiaat. De polemiek tussen Menno ter Braak en Anton van Duinkerken (2006);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02684.php;mythe;E.M. Meletinsky, The poetics of myth (2000);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02684.php;mythe;"E.M. Moormann & W. Uitterhoeve, Van Achilleus tot Zeus; thema's uit de klassieke mythologie in literatuur, muziek, beeldende kunst en theater (19882)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01408.php;mythografie;"E.M. Moormann & W.J.G. Uitterhoeve, Van Achilleus tot Zeus;"" thema's uit de klassieke mythologie in literatuur, muziek, beeldende kunst en theater (20037).";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02659.php;priapische literatuur;E.M. O’Connor, Symbolum salacitatis: a study of the god Priapus as a literary character (1989).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03895.php;martelaarsdrama;"E.M. Szarota, Künstler, Grübler und Rebellen. Studien zum europäischen Märtyrerdrama des 17. Jahrhunderts (1967)"";"" bespr. door C. Tindemans, 'Het Europese martelaarsdrama der barok' in Revue belge de philologie et d'histoire, 47 (1969), p. 671-672";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03155.php;Russisch formalisme;E.M. Thompson, Russian formalism and Anglo-American New Criticism. A comparative study (1971);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01963.php;titelprent;E.O.G. Haitsma Mulier, ‘Woord en beeld: titelprenten van enkele Nederlandse historische werken uit de 17de en 18de eeuw’ in Gedrukt in Holland, themanummer van Holland 26 (1994) 4/5, p. 274-291;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01583.php;prent;E.O.G. Haitsma Mulier, ‘Woord en beeld: titelprenten van enkele Nederlandse historische werken uit de 17e en 18e eeuw’ in Holland, themanummer Gedrukt in Holland 26 (1994) 4/5, p. 274-291;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01499.php;kroniek;E.O.G. Haitsma-Mulier e.a., Repertorium van geschiedschrijvers in Nederland 1500-1800 (1990);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00176.php;archief-1;E.P. de Booy & G.M.W. Ruitenberg, Zorg voor het familiearchief (1995);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01360.php;materieboek;E.P. de Booy, De weldaet der scholen. Het plattelandsonderwijs in de provincie Utrecht van 1580 tot het begin der 19de eeuw (1977), p. 270-277;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01132.php;hanenboek;E.P. de Booy, De weldaet der scholen. Het plattelandsonderwijs in de provincie Utrecht van 1580 tot het begin der 19de eeuw (1977), p. 270-277.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03911.php;menippeïsche satire;E.P. Kirk, Menippean satire (1980);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00177.php;archief-2;E.P. Polak-De Booy, ‘Centraal Register van Familie-archieven’ in Dokumentatieblad Werkgroep 18e Eeuw 3 (1969), p. 3-11;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00502.php;encyclopedie-1;E.P. Sheehy, Guide to reference books (198610);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01295.php;lexicon;E.P. Sheehy, Guide to reference books (198610);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02764.php;utile dulci;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19613), p. 471 e.v.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00963.php;invocatio;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19738), p. 235-252;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00673.php;conceptismo;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19738), p. 297-305;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02532.php;maniërisme;E.R. Curtius, Europäische Literatur und Lateinisches Mittelalter (19738, 1948), p. 277-305;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01969.php;topos;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02054.php;Überbietungstopos;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01968.php;topiek;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), m.n. hoofdstuk 5;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01850.php;stedendicht;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 166-167;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01323.php;locus amoenus;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 191-209;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02025.php;trivium;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 46-55, 474-476;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02419.php;abbreviatio;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 482-485;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00186.php;ars dictaminis;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 85-86, 158-163;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01415.php;Natureingang;E.R. Curtius, Europäische Literatur und Lateinisches Mittelalter (19789);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00208.php;barok;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 277-305;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00145.php;amplificatio-2;E.R. Curtius, Europäische Literatur und lateinisches Mittelalter (19789), p. 482-485;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02531.php;Alexanderroman;E.R. Huber, The Medieval Alexander Project: Alexander the Great in Medieval Literature and Culture.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02501.php;Pindarische ode;E.R. Keppeler, Die Pindarische Ode in der deutschen Poesie des 17. und 18. Jahrhunderts (1911);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01153.php;hoofse liefde;E.R. van Altena, Daar ik tot zang word aangespoord. Occitaanse troubadours 1100-1300 (1987);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01380.php;minnelied-1;E.R. van Altena, Daar ik tot zang word aangespoord. Occitaanse troubadours 1100-1300 (1987);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03171.php;spanning;E.S. Rabkin, Narrative suspense (1973);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02517.php;polysyllabisch rijm;E.W. Dolch, Phonics and polysyllabels (1938).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02021.php;asyndeton-1;E.W. Güting & D.L. Mealand, Asyndeton in Paul: a text-critical and statistical enquiry into Pauline style (1998).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03257.php;uitgeverij;"E.W. Moes & C.P. Burger, De Amsterdamsche boekdrukkers en uitgevers in de zestiende eeuw, 2 dln (1900-1915; reprint 1988)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01258.php;kritische bibliografie;E.W. Padwick, Bibliographical method (1969), p. 16-17.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03104.php;oratorium;E.W. Schallenberg, Uit de geschiedenis van het oratorium (1951);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00777.php;dialoog;E.W.B. Hess-Luttich, ‘Dialogue. A survey in six perspectives’ in Rhetorica (1993), p. 375-398;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03598.php;ecocriticism;Ecocriticism, themanummer van Frame (2013).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00222.php;bibliofagie;Ed Schilders, Bibliohaptonoom en andere verhalen over lezen (1991).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01150.php;hoerenjong;Ed Schilders, In-druk, van wiegedruk tot grafschrift (1995), p. 13-14.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02321.php;wettelijk depot;Ed van Eeden (red.), 25 Jaar Depot van Nederlandse Publicaties, Koninklijke Bibliotheek (1998).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01650.php;rariorum;Ed. Schilders, Vergeten boeken: literaire curiosa en rariora, boekenvrienden en bibliomanen (1986);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01623.php;print(ing) on demand;Een goed voorbeeld van printing on demand is de postume publicatie van het proefschrift van Ursula Joza Die mittelniederländische Theophiluslegende (2008).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01982.php;translatio;Een overzicht van vertalingen van klassieken voor 1600 in het Engels, Frans, Duits, Italiaans en Spaans in R.R. Bolger, The classical heritage and its beneficiaries (1964);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00797.php;egodocument;Egodocumenten, speciaal nummer van Spiegel Historiael 40 (2005) 3-4;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00651.php;bestiarium;Éléments pour un bestiaire du moyen âge, themanummer van Revue des langues modernes (1994);
